global_segment_id,trajectory_id,trajectory_index,local_segment_id,primitive_id,start_t,end_t,duration
869,185,16,37,27,389,401,12
870,185,16,38,3,401,405,4
871,185,16,39,2,405,426,21
872,185,16,40,7,426,438,12
873,185,16,41,30,438,444,6
874,185,16,42,4,444,451,7
875,185,16,43,1,451,476,25
876,185,16,44,15,476,489,13
877,185,16,45,24,489,495,6
878,185,16,46,24,495,501,6
879,185,16,47,30,501,519,18
880,185,16,48,2,519,526,7
881,185,16,49,12,526,530,4
882,185,16,50,2,530,534,4
883,185,16,51,1,534,550,16
884,158,17,0,22,0,4,4
885,158,17,1,22,4,25,21
886,158,17,2,22,25,37,12
887,158,17,3,2,37,50,13
888,158,17,4,6,50,54,4
889,158,17,5,20,54,59,5
890,158,17,6,2,59,68,9
891,158,17,7,20,68,75,7
892,158,17,8,7,75,100,25
893,158,17,9,19,100,113,13
894,158,17,10,25,113,125,12
895,158,17,11,4,125,129,4
896,158,17,12,4,129,137,8
897,158,17,13,14,137,150,13
898,158,17,14,11,150,163,13
899,158,17,15,28,163,175,12
900,158,17,16,9,175,188,13
901,158,17,17,16,188,200,12
902,158,17,18,17,200,204,4
903,158,17,19,31,204,213,9
904,158,17,20,1,213,226,13
905,158,17,21,5,226,239,13
906,158,17,22,5,239,251,12
907,158,17,23,23,251,264,13
908,158,17,24,5,264,276,12
909,158,17,25,0,276,288,12
910,158,17,26,5,288,301,13
911,158,17,27,8,301,305,4
912,158,17,28,10,305,309,4
913,158,17,29,10,309,326,17
914,158,17,30,10,326,339,13
915,158,17,31,21,339,351,12
916,158,17,32,18,351,355,4
917,158,17,33,26,355,360,5
918,158,17,34,21,360,369,9
919,158,17,35,29,369,376,7
920,158,17,36,13,376,389,13
921,158,17,37,27,389,401,12
922,158,17,38,3,401,405,4
923,158,17,39,2,405,426,21
924,158,17,40,7,426,438,12
925,158,17,41,30,438,444,6
926,158,17,42,4,444,451,7
927,158,17,43,1,451,476,25
928,158,17,44,15,476,489,13
929,158,17,45,24,489,495,6
930,158,17,46,24,495,501,6
931,158,17,47,30,501,519,18
932,158,17,48,2,519,526,7
933,158,17,49,12,526,530,4
934,158,17,50,2,530,534,4
935,158,17,51,1,534,550,16
936,392,18,0,22,0,4,4
937,392,18,1,22,4,25,21
938,392,18,2,22,25,37,12
939,392,18,3,2,37,50,13
940,392,18,4,6,50,54,4
941,392,18,5,20,54,59,5
942,392,18,6,2,59,68,9
943,392,18,7,20,68,75,7
944,392,18,8,7,75,100,25
945,392,18,9,19,100,113,13
946,392,18,10,25,113,125,12
947,392,18,11,4,125,129,4
948,392,18,12,4,129,137,8
949,392,18,13,14,137,150,13
950,392,18,14,11,150,163,13
951,392,18,15,28,163,175,12
952,392,18,16,9,175,188,13
953,392,18,17,16,188,200,12
954,392,18,18,17,200,204,4
955,392,18,19,31,204,213,9
956,392,18,20,1,213,226,13
957,392,18,21,5,226,239,13
958,392,18,22,5,239,251,12
959,392,18,23,23,251,264,13
960,392,18,24,5,264,276,12
961,392,18,25,0,276,288,12
962,392,18,26,5,288,301,13
963,392,18,27,8,301,305,4
964,392,18,28,10,305,309,4
965,392,18,29,10,309,326,17
966,392,18,30,10,326,339,13
967,392,18,31,21,339,351,12
968,392,18,32,18,351,355,4
969,392,18,33,26,355,360,5
970,392,18,34,21,360,369,9
971,392,18,35,29,369,376,7
972,392,18,36,13,376,389,13
973,392,18,37,27,389,401,12
974,392,18,38,3,401,405,4
975,392,18,39,2,405,426,21
976,392,18,40,7,426,438,12
977,392,18,41,30,438,444,6
978,392,18,42,4,444,451,7
979,392,18,43,1,451,476,25
980,392,18,44,15,476,489,13
981,392,18,45,24,489,495,6
982,392,18,46,24,495,501,6
983,392,18,47,30,501,519,18
984,392,18,48,2,519,526,7
985,392,18,49,12,526,530,4
986,392,18,50,2,530,534,4
987,392,18,51,1,534,550,16
988,99,19,0,22,0,4,4
989,99,19,1,22,4,25,21
990,99,19,2,22,25,37,12
991,99,19,3,2,37,50,13
992,99,19,4,6,50,54,4
993,99,19,5,20,54,59,5
994,99,19,6,2,59,68,9
995,99,19,7,20,68,75,7
996,99,19,8,7,75,100,25
997,99,19,9,19,100,113,13
998,99,19,10,25,113,125,12
999,99,19,11,4,125,129,4
1000,99,19,12,4,129,137,8
1001,99,19,13,14,137,150,13
1002,99,19,14,11,150,163,13
1003,99,19,15,28,163,175,12
1004,99,19,16,9,175,188,13
1005,99,19,17,16,188,200,12
1006,99,19,18,17,200,204,4
1007,99,19,19,31,204,213,9
1008,99,19,20,1,213,226,13
1009,99,19,21,5,226,239,13
1010,99,19,22,5,239,251,12
1011,99,19,23,23,251,264,13
1012,99,19,24,5,264,276,12
1013,99,19,25,0,276,288,12
1014,99,19,26,5,288,301,13
1015,99,19,27,8,301,305,4
1016,99,19,28,10,305,309,4
1017,99,19,29,10,309,326,17
1018,99,19,30,10,326,339,13
1019,99,19,31,21,339,351,12
1020,99,19,32,18,351,355,4
1021,99,19,33,26,355,360,5
1022,99,19,34,21,360,369,9
1023,99,19,35,29,369,376,7
1024,99,19,36,13,376,389,13
1025,99,19,37,27,389,401,12
1026,99,19,38,3,401,405,4
1027,99,19,39,2,405,426,21
1028,99,19,40,7,426,438,12
1029,99,19,41,30,438,444,6
1030,99,19,42,4,444,451,7
1031,99,19,43,1,451,476,25
1032,99,19,44,15,476,489,13
1033,99,19,45,24,489,495,6
1034,99,19,46,24,495,501,6
1035,99,19,47,30,501,519,18
1036,99,19,48,2,519,526,7
1037,99,19,49,12,526,530,4
1038,99,19,50,2,530,534,4
1039,99,19,51,1,534,550,16
1040,259,20,0,22,0,4,4
1041,259,20,1,22,4,25,21
1042,259,20,2,22,25,37,12
1043,259,20,3,2,37,50,13
1044,259,20,4,6,50,54,4
1045,259,20,5,20,54,59,5
1046,259,20,6,2,59,68,9
1047,259,20,7,20,68,75,7
1048,259,20,8,7,75,100,25
1049,259,20,9,19,100,113,13
1050,259,20,10,25,113,125,12
1051,259,20,11,4,125,129,4
1052,259,20,12,4,129,137,8
1053,259,20,13,14,137,150,13
1054,259,20,14,11,150,163,13
1055,259,20,15,28,163,175,12
1056,259,20,16,9,175,188,13
1057,259,20,17,16,188,200,12
1058,259,20,18,17,200,204,4
1059,259,20,19,31,204,213,9
1060,259,20,20,1,213,226,13
1061,259,20,21,5,226,239,13
1062,259,20,22,5,239,251,12
1063,259,20,23,23,251,264,13
1064,259,20,24,5,264,276,12
1065,259,20,25,0,276,288,12
1066,259,20,26,5,288,301,13
1067,259,20,27,8,301,305,4
1068,259,20,28,10,305,309,4
1069,259,20,29,10,309,326,17
1070,259,20,30,10,326,339,13
1071,259,20,31,21,339,351,12
1072,259,20,32,18,351,355,4
1073,259,20,33,26,355,360,5
1074,259,20,34,21,360,369,9
1075,259,20,35,29,369,376,7
1076,259,20,36,13,376,389,13
1077,259,20,37,27,389,401,12
1078,259,20,38,3,401,405,4
1079,259,20,39,2,405,426,21
1080,259,20,40,7,426,438,12
1081,259,20,41,30,438,444,6
1082,259,20,42,4,444,451,7
1083,259,20,43,1,451,476,25
1084,259,20,44,15,476,489,13
1085,259,20,45,24,489,495,6
1086,259,20,46,24,495,501,6
1087,259,20,47,30,501,519,18
1088,259,20,48,2,519,526,7
1089,259,20,49,12,526,530,4
1090,259,20,50,2,530,534,4
1091,259,20,51,1,534,550,16
1092,368,21,0,22,0,4,4
1093,368,21,1,22,4,25,21
1094,368,21,2,22,25,37,12
1095,368,21,3,2,37,50,13
1096,368,21,4,6,50,54,4
1097,368,21,5,20,54,59,5
1098,368,21,6,2,59,68,9
1099,368,21,7,20,68,75,7
1100,368,21,8,7,75,100,25
1101,368,21,9,19,100,113,13
1102,368,21,10,25,113,125,12
1103,368,21,11,4,125,129,4
1104,368,21,12,4,129,137,8
1105,368,21,13,14,137,150,13
1106,368,21,14,11,150,163,13
1107,368,21,15,28,163,175,12
1108,368,21,16,9,175,188,13
1109,368,21,17,16,188,200,12
1110,368,21,18,17,200,204,4
1111,368,21,19,31,204,213,9
1112,368,21,20,1,213,226,13
1113,368,21,21,5,226,239,13
1114,368,21,22,5,239,251,12
1115,368,21,23,23,251,264,13
1116,368,21,24,5,264,276,12
1117,368,21,25,0,276,288,12
1118,368,21,26,5,288,301,13
1119,368,21,27,8,301,305,4
1120,368,21,28,10,305,309,4
1121,368,21,29,10,309,326,17
1122,368,21,30,10,326,339,13
1123,368,21,31,21,339,351,12
1124,368,21,32,18,351,355,4
1125,368,21,33,26,355,360,5
1126,368,21,34,21,360,369,9
1127,368,21,35,29,369,376,7
1128,368,21,36,13,376,389,13
1129,368,21,37,27,389,401,12
1130,368,21,38,3,401,405,4
1131,368,21,39,2,405,426,21
1132,368,21,40,7,426,438,12
1133,368,21,41,30,438,444,6
1134,368,21,42,4,444,451,7
1135,368,21,43,1,451,476,25
1136,368,21,44,15,476,489,13
1137,368,21,45,24,489,495,6
1138,368,21,46,24,495,501,6
1139,368,21,47,30,501,519,18
1140,368,21,48,2,519,526,7
1141,368,21,49,12,526,530,4
1142,368,21,50,2,530,534,4
1143,368,21,51,1,534,550,16
1144,189,22,0,22,0,4,4
1145,189,22,1,22,4,25,21
1146,189,22,2,22,25,37,12
1147,189,22,3,2,37,50,13
1148,189,22,4,6,50,54,4
1149,189,22,5,20,54,59,5
1150,189,22,6,2,59,68,9
1151,189,22,7,20,68,75,7
1152,189,22,8,7,75,100,25
1153,189,22,9,19,100,113,13
1154,189,22,10,25,113,125,12
1155,189,22,11,4,125,129,4
1156,189,22,12,4,129,137,8
1157,189,22,13,14,137,150,13
1158,189,22,14,11,150,163,13
1159,189,22,15,28,163,175,12
1160,189,22,16,9,175,188,13
1161,189,22,17,16,188,200,12
1162,189,22,18,17,200,204,4
1163,189,22,19,31,204,213,9
1164,189,22,20,1,213,226,13
1165,189,22,21,5,226,239,13
1166,189,22,22,5,239,251,12
1167,189,22,23,23,251,264,13
1168,189,22,24,5,264,276,12
1169,189,22,25,0,276,288,12
1170,189,22,26,5,288,301,13
1171,189,22,27,8,301,305,4
1172,189,22,28,10,305,309,4
1173,189,22,29,10,309,326,17
1174,189,22,30,10,326,339,13
1175,189,22,31,21,339,351,12
1176,189,22,32,18,351,355,4
1177,189,22,33,26,355,360,5
1178,189,22,34,21,360,369,9
1179,189,22,35,29,369,376,7
1180,189,22,36,13,376,389,13
1181,189,22,37,27,389,401,12
1182,189,22,38,3,401,405,4
1183,189,22,39,2,405,426,21
1184,189,22,40,7,426,438,12
1185,189,22,41,30,438,444,6
1186,189,22,42,4,444,451,7
1187,189,22,43,1,451,476,25
1188,189,22,44,15,476,489,13
1189,189,22,45,24,489,495,6
1190,189,22,46,24,495,501,6
1191,189,22,47,30,501,519,18
1192,189,22,48,2,519,526,7
1193,189,22,49,12,526,530,4
1194,189,22,50,2,530,534,4
1195,189,22,51,1,534,550,16
1196,445,23,0,22,0,4,4
1197,445,23,1,22,4,25,21
1198,445,23,2,22,25,37,12
1199,445,23,3,2,37,50,13
1200,445,23,4,6,50,54,4
1201,445,23,5,20,54,59,5
1202,445,23,6,2,59,68,9
1203,445,23,7,20,68,75,7
1204,445,23,8,7,75,100,25
1205,445,23,9,19,100,113,13
1206,445,23,10,25,113,125,12
1207,445,23,11,4,125,129,4
1208,445,23,12,4,129,137,8
1209,445,23,13,14,137,150,13
1210,445,23,14,11,150,163,13
1211,445,23,15,28,163,175,12
1212,445,23,16,9,175,188,13
1213,445,23,17,16,188,200,12
1214,445,23,18,17,200,204,4
1215,445,23,19,31,204,213,9
1216,445,23,20,1,213,226,13
1217,445,23,21,5,226,239,13
1218,445,23,22,5,239,251,12
1219,445,23,23,23,251,264,13
1220,445,23,24,5,264,276,12
1221,445,23,25,0,276,288,12
1222,445,23,26,5,288,301,13
1223,445,23,27,8,301,305,4
1224,445,23,28,10,305,309,4
1225,445,23,29,10,309,326,17
1226,445,23,30,10,326,339,13
1227,445,23,31,21,339,351,12
1228,445,23,32,18,351,355,4
1229,445,23,33,26,355,360,5
1230,445,23,34,21,360,369,9
1231,445,23,35,29,369,376,7
1232,445,23,36,13,376,389,13
1233,445,23,37,27,389,401,12
1234,445,23,38,3,401,405,4
1235,445,23,39,2,405,426,21
1236,445,23,40,7,426,438,12
1237,445,23,41,30,438,444,6
1238,445,23,42,4,444,451,7
1239,445,23,43,1,451,476,25
1240,445,23,44,15,476,489,13
1241,445,23,45,24,489,495,6
1242,445,23,46,24,495,501,6
1243,445,23,47,30,501,519,18
1244,445,23,48,2,519,526,7
1245,445,23,49,12,526,530,4
1246,445,23,50,2,530,534,4
1247,445,23,51,1,534,550,16
1248,268,24,0,22,0,4,4
1249,268,24,1,22,4,25,21
1250,268,24,2,22,25,37,12
1251,268,24,3,2,37,50,13
1252,268,24,4,6,50,54,4
1253,268,24,5,20,54,59,5
1254,268,24,6,2,59,68,9
1255,268,24,7,20,68,75,7
1256,268,24,8,7,75,100,25
1257,268,24,9,19,100,113,13
1258,268,24,10,25,113,125,12
1259,268,24,11,4,125,129,4
1260,268,24,12,4,129,137,8
1261,268,24,13,14,137,150,13
1262,268,24,14,11,150,163,13
1263,268,24,15,28,163,175,12
1264,268,24,16,9,175,188,13
1265,268,24,17,16,188,200,12
1266,268,24,18,17,200,204,4
1267,268,24,19,31,204,213,9
1268,268,24,20,1,213,226,13
1269,268,24,21,5,226,239,13
1270,268,24,22,5,239,251,12
1271,268,24,23,23,251,264,13
1272,268,24,24,5,264,276,12
1273,268,24,25,0,276,288,12
1274,268,24,26,5,288,301,13
1275,268,24,27,8,301,305,4
1276,268,24,28,10,305,309,4
1277,268,24,29,10,309,326,17
1278,268,24,30,10,326,339,13
1279,268,24,31,21,339,351,12
1280,268,24,32,18,351,355,4
1281,268,24,33,26,355,360,5
1282,268,24,34,21,360,369,9
1283,268,24,35,29,369,376,7
1284,268,24,36,13,376,389,13
1285,268,24,37,27,389,401,12
1286,268,24,38,3,401,405,4
1287,268,24,39,2,405,426,21
1288,268,24,40,7,426,438,12
1289,268,24,41,30,438,444,6
1290,268,24,42,4,444,451,7
1291,268,24,43,1,451,476,25
1292,268,24,44,15,476,489,13
1293,268,24,45,24,489,495,6
1294,268,24,46,24,495,501,6
1295,268,24,47,30,501,519,18
1296,268,24,48,2,519,526,7
1297,268,24,49,12,526,530,4
1298,268,24,50,2,530,534,4
1299,268,24,51,1,534,550,16
1300,325,25,0,22,0,4,4
1301,325,25,1,22,4,25,21
1302,325,25,2,22,25,37,12
1303,325,25,3,2,37,50,13
1304,325,25,4,6,50,54,4
1305,325,25,5,20,54,59,5
1306,325,25,6,2,59,68,9
1307,325,25,7,20,68,75,7
1308,325,25,8,7,75,100,25
1309,325,25,9,19,100,113,13
1310,325,25,10,25,113,125,12
1311,325,25,11,4,125,129,4
1312,325,25,12,4,129,137,8
1313,325,25,13,14,137,150,13
1314,325,25,14,11,150,163,13
1315,325,25,15,28,163,175,12
1316,325,25,16,9,175,188,13
1317,325,25,17,16,188,200,12
1318,325,25,18,17,200,204,4
1319,325,25,19,31,204,213,9
1320,325,25,20,1,213,226,13
1321,325,25,21,5,226,239,13
1322,325,25,22,5,239,251,12
1323,325,25,23,23,251,264,13
1324,325,25,24,5,264,276,12
1325,325,25,25,0,276,288,12
1326,325,25,26,5,288,301,13
1327,325,25,27,8,301,305,4
1328,325,25,28,10,305,309,4
1329,325,25,29,10,309,326,17
1330,325,25,30,10,326,339,13
1331,325,25,31,21,339,351,12
1332,325,25,32,18,351,355,4
1333,325,25,33,26,355,360,5
1334,325,25,34,21,360,369,9
1335,325,25,35,29,369,376,7
1336,325,25,36,13,376,389,13
1337,325,25,37,27,389,401,12
1338,325,25,38,3,401,405,4
1339,325,25,39,2,405,426,21
1340,325,25,40,7,426,438,12
1341,325,25,41,30,438,444,6
1342,325,25,42,4,444,451,7
1343,325,25,43,1,451,476,25
1344,325,25,44,15,476,489,13
1345,325,25,45,24,489,495,6
1346,325,25,46,24,495,501,6
1347,325,25,47,30,501,519,18
1348,325,25,48,2,519,526,7
1349,325,25,49,12,526,530,4
1350,325,25,50,2,530,534,4
1351,325,25,51,1,534,550,16
1352,484,26,0,22,0,4,4
1353,484,26,1,22,4,25,21
1354,484,26,2,22,25,37,12
1355,484,26,3,2,37,50,13
1356,484,26,4,6,50,54,4
1357,484,26,5,20,54,59,5
1358,484,26,6,2,59,68,9
1359,484,26,7,20,68,75,7
1360,484,26,8,7,75,100,25
1361,484,26,9,19,100,113,13
1362,484,26,10,25,113,125,12
1363,484,26,11,4,125,129,4
1364,484,26,12,4,129,137,8
1365,484,26,13,14,137,150,13
1366,484,26,14,11,150,163,13
1367,484,26,15,28,163,175,12
1368,484,26,16,9,175,188,13
1369,484,26,17,16,188,200,12
1370,484,26,18,17,200,204,4
1371,484,26,19,31,204,213,9
1372,484,26,20,1,213,226,13
1373,484,26,21,5,226,239,13
1374,484,26,22,5,239,251,12
1375,484,26,23,23,251,264,13
1376,484,26,24,5,264,276,12
1377,484,26,25,0,276,288,12
1378,484,26,26,5,288,301,13
1379,484,26,27,8,301,305,4
1380,484,26,28,10,305,309,4
1381,484,26,29,10,309,326,17
1382,484,26,30,10,326,339,13
1383,484,26,31,21,339,351,12
1384,484,26,32,18,351,355,4
1385,484,26,33,26,355,360,5
1386,484,26,34,21,360,369,9
1387,484,26,35,29,369,376,7
1388,484,26,36,13,376,389,13
1389,484,26,37,27,389,401,12
1390,484,26,38,3,401,405,4
1391,484,26,39,2,405,426,21
1392,484,26,40,7,426,438,12
1393,484,26,41,30,438,444,6
1394,484,26,42,4,444,451,7
1395,484,26,43,1,451,476,25
1396,484,26,44,15,476,489,13
1397,484,26,45,24,489,495,6
1398,484,26,46,24,495,501,6
1399,484,26,47,30,501,519,18
1400,484,26,48,2,519,526,7
1401,484,26,49,12,526,530,4
1402,484,26,50,2,530,534,4
1403,484,26,51,1,534,550,16
1404,286,27,0,22,0,4,4
1405,286,27,1,22,4,25,21
1406,286,27,2,22,25,37,12
1407,286,27,3,2,37,50,13
1408,286,27,4,6,50,54,4
1409,286,27,5,20,54,59,5
1410,286,27,6,2,59,68,9
1411,286,27,7,20,68,75,7
1412,286,27,8,7,75,100,25
1413,286,27,9,19,100,113,13
1414,286,27,10,25,113,125,12
1415,286,27,11,4,125,129,4
1416,286,27,12,4,129,137,8
1417,286,27,13,14,137,150,13
1418,286,27,14,11,150,163,13
1419,286,27,15,28,163,175,12
1420,286,27,16,9,175,188,13
1421,286,27,17,16,188,200,12
1422,286,27,18,17,200,204,4
1423,286,27,19,31,204,213,9
1424,286,27,20,1,213,226,13
1425,286,27,21,5,226,239,13
1426,286,27,22,5,239,251,12
1427,286,27,23,23,251,264,13
1428,286,27,24,5,264,276,12
1429,286,27,25,0,276,288,12
1430,286,27,26,5,288,301,13
1431,286,27,27,8,301,305,4
1432,286,27,28,10,305,309,4
1433,286,27,29,10,309,326,17
1434,286,27,30,10,326,339,13
1435,286,27,31,21,339,351,12
1436,286,27,32,18,351,355,4
1437,286,27,33,26,355,360,5
1438,286,27,34,21,360,369,9
1439,286,27,35,29,369,376,7
1440,286,27,36,13,376,389,13
1441,286,27,37,27,389,401,12
1442,286,27,38,3,401,405,4
1443,286,27,39,2,405,426,21
1444,286,27,40,7,426,438,12
1445,286,27,41,30,438,444,6
1446,286,27,42,4,444,451,7
1447,286,27,43,1,451,476,25
1448,286,27,44,15,476,489,13
1449,286,27,45,24,489,495,6
1450,286,27,46,24,495,501,6
1451,286,27,47,30,501,519,18
1452,286,27,48,2,519,526,7
1453,286,27,49,12,526,530,4
1454,286,27,50,2,530,534,4
1455,286,27,51,1,534,550,16
1456,422,28,0,22,0,4,4
1457,422,28,1,22,4,25,21
1458,422,28,2,22,25,37,12
1459,422,28,3,2,37,50,13
1460,422,28,4,6,50,54,4
1461,422,28,5,20,54,59,5
1462,422,28,6,2,59,68,9
1463,422,28,7,20,68,75,7
1464,422,28,8,7,75,100,25
1465,422,28,9,19,100,113,13
1466,422,28,10,25,113,125,12
1467,422,28,11,4,125,129,4
1468,422,28,12,4,129,137,8
1469,422,28,13,14,137,150,13
1470,422,28,14,11,150,163,13
1471,422,28,15,28,163,175,12
1472,422,28,16,9,175,188,13
1473,422,28,17,16,188,200,12
1474,422,28,18,17,200,204,4
1475,422,28,19,31,204,213,9
1476,422,28,20,1,213,226,13
1477,422,28,21,5,226,239,13
1478,422,28,22,5,239,251,12
1479,422,28,23,23,251,264,13
1480,422,28,24,5,264,276,12
1481,422,28,25,0,276,288,12
1482,422,28,26,5,288,301,13
1483,422,28,27,8,301,305,4
1484,422,28,28,10,305,309,4
1485,422,28,29,10,309,326,17
1486,422,28,30,10,326,339,13
1487,422,28,31,21,339,351,12
1488,422,28,32,18,351,355,4
1489,422,28,33,26,355,360,5
1490,422,28,34,21,360,369,9
1491,422,28,35,29,369,376,7
1492,422,28,36,13,376,389,13
1493,422,28,37,27,389,401,12
1494,422,28,38,3,401,405,4
1495,422,28,39,2,405,426,21
1496,422,28,40,7,426,438,12
1497,422,28,41,30,438,444,6
1498,422,28,42,4,444,451,7
1499,422,28,43,1,451,476,25
1500,422,28,44,15,476,489,13
1501,422,28,45,24,489,495,6
1502,422,28,46,24,495,501,6
1503,422,28,47,30,501,519,18
1504,422,28,48,2,519,526,7
1505,422,28,49,12,526,530,4
1506,422,28,50,2,530,534,4
1507,422,28,51,1,534,550,16
1508,131,29,0,22,0,4,4
1509,131,29,1,22,4,25,21
1510,131,29,2,22,25,37,12
1511,131,29,3,2,37,50,13
1512,131,29,4,6,50,54,4
1513,131,29,5,20,54,59,5
1514,131,29,6,2,59,68,9
1515,131,29,7,20,68,75,7
1516,131,29,8,7,75,100,25
1517,131,29,9,19,100,113,13
1518,131,29,10,25,113,125,12
1519,131,29,11,4,125,129,4
1520,131,29,12,4,129,137,8
1521,131,29,13,14,137,150,13
1522,131,29,14,11,150,163,13
1523,131,29,15,28,163,175,12
1524,131,29,16,9,175,188,13
1525,131,29,17,16,188,200,12
1526,131,29,18,17,200,204,4
1527,131,29,19,31,204,213,9
1528,131,29,20,1,213,226,13
1529,131,29,21,5,226,239,13
1530,131,29,22,5,239,251,12
1531,131,29,23,23,251,264,13
1532,131,29,24,5,264,276,12
1533,131,29,25,0,276,288,12
1534,131,29,26,5,288,301,13
1535,131,29,27,8,301,305,4
1536,131,29,28,10,305,309,4
1537,131,29,29,10,309,326,17
1538,131,29,30,10,326,339,13
1539,131,29,31,21,339,351,12
1540,131,29,32,18,351,355,4
1541,131,29,33,26,355,360,5
1542,131,29,34,21,360,369,9
1543,131,29,35,29,369,376,7
1544,131,29,36,13,376,389,13
1545,131,29,37,27,389,401,12
1546,131,29,38,3,401,405,4
1547,131,29,39,2,405,426,21
1548,131,29,40,7,426,438,12
1549,131,29,41,30,438,444,6
1550,131,29,42,4,444,451,7
1551,131,29,43,1,451,476,25
1552,131,29,44,15,476,489,13
1553,131,29,45,24,489,495,6
1554,131,29,46,24,495,501,6
1555,131,29,47,30,501,519,18
1556,131,29,48,2,519,526,7
1557,131,29,49,12,526,530,4
1558,131,29,50,2,530,534,4
1559,131,29,51,1,534,550,16
1560,293,30,0,22,0,4,4
1561,293,30,1,22,4,25,21
1562,293,30,2,22,25,37,12
1563,293,30,3,2,37,50,13
1564,293,30,4,6,50,54,4
1565,293,30,5,20,54,59,5
1566,293,30,6,2,59,68,9
1567,293,30,7,20,68,75,7
1568,293,30,8,7,75,100,25
1569,293,30,9,19,100,113,13
1570,293,30,10,25,113,125,12
1571,293,30,11,4,125,129,4
1572,293,30,12,4,129,137,8
1573,293,30,13,14,137,150,13
1574,293,30,14,11,150,163,13
1575,293,30,15,28,163,175,12
1576,293,30,16,9,175,188,13
1577,293,30,17,16,188,200,12
1578,293,30,18,17,200,204,4
1579,293,30,19,31,204,213,9
1580,293,30,20,1,213,226,13
1581,293,30,21,5,226,239,13
1582,293,30,22,5,239,251,12
1583,293,30,23,23,251,264,13
1584,293,30,24,5,264,276,12
1585,293,30,25,0,276,288,12
1586,293,30,26,5,288,301,13
1587,293,30,27,8,301,305,4
1588,293,30,28,10,305,309,4
1589,293,30,29,10,309,326,17
1590,293,30,30,10,326,339,13
1591,293,30,31,21,339,351,12
1592,293,30,32,18,351,355,4
1593,293,30,33,26,355,360,5
1594,293,30,34,21,360,369,9
1595,293,30,35,29,369,376,7
1596,293,30,36,13,376,389,13
1597,293,30,37,27,389,401,12
1598,293,30,38,3,401,405,4
1599,293,30,39,2,405,426,21
1600,293,30,40,7,426,438,12
1601,293,30,41,30,438,444,6
1602,293,30,42,4,444,451,7
1603,293,30,43,1,451,476,25
1604,293,30,44,15,476,489,13
1605,293,30,45,24,489,495,6
1606,293,30,46,24,495,501,6
1607,293,30,47,30,501,519,18
1608,293,30,48,2,519,526,7
1609,293,30,49,12,526,530,4
1610,293,30,50,2,530,534,4
1611,293,30,51,1,534,550,16
1612,209,31,0,22,0,4,4
1613,209,31,1,22,4,25,21
1614,209,31,2,22,25,37,12
1615,209,31,3,2,37,50,13
1616,209,31,4,6,50,54,4
1617,209,31,5,20,54,59,5
1618,209,31,6,2,59,68,9
1619,209,31,7,20,68,75,7
1620,209,31,8,7,75,100,25
1621,209,31,9,19,100,113,13
1622,209,31,10,25,113,125,12
1623,209,31,11,4,125,129,4
1624,209,31,12,4,129,137,8
1625,209,31,13,14,137,150,13
1626,209,31,14,11,150,163,13
1627,209,31,15,28,163,175,12
1628,209,31,16,9,175,188,13
1629,209,31,17,16,188,200,12
1630,209,31,18,17,200,204,4
1631,209,31,19,31,204,213,9
1632,209,31,20,1,213,226,13
1633,209,31,21,5,226,239,13
1634,209,31,22,5,239,251,12
1635,209,31,23,23,251,264,13
1636,209,31,24,5,264,276,12
1637,209,31,25,0,276,288,12
1638,209,31,26,5,288,301,13
1639,209,31,27,8,301,305,4
1640,209,31,28,10,305,309,4
1641,209,31,29,10,309,326,17
1642,209,31,30,10,326,339,13
1643,209,31,31,21,339,351,12
1644,209,31,32,18,351,355,4
1645,209,31,33,26,355,360,5
1646,209,31,34,21,360,369,9
1647,209,31,35,29,369,376,7
1648,209,31,36,13,376,389,13
1649,209,31,37,27,389,401,12
1650,209,31,38,3,401,405,4
1651,209,31,39,2,405,426,21
1652,209,31,40,7,426,438,12
1653,209,31,41,30,438,444,6
1654,209,31,42,4,444,451,7
1655,209,31,43,1,451,476,25
1656,209,31,44,15,476,489,13
1657,209,31,45,24,489,495,6
1658,209,31,46,24,495,501,6
1659,209,31,47,30,501,519,18
1660,209,31,48,2,519,526,7
1661,209,31,49,12,526,530,4
1662,209,31,50,2,530,534,4
1663,209,31,51,1,534,550,16
1664,140,32,0,22,0,4,4
1665,140,32,1,22,4,25,21
1666,140,32,2,22,25,37,12
1667,140,32,3,2,37,50,13
1668,140,32,4,6,50,54,4
1669,140,32,5,20,54,59,5
1670,140,32,6,2,59,68,9
1671,140,32,7,20,68,75,7
1672,140,32,8,7,75,100,25
1673,140,32,9,19,100,113,13
1674,140,32,10,25,113,125,12
1675,140,32,11,4,125,129,4
1676,140,32,12,4,129,137,8
1677,140,32,13,14,137,150,13
1678,140,32,14,11,150,163,13
1679,140,32,15,28,163,175,12
1680,140,32,16,9,175,188,13
1681,140,32,17,16,188,200,12
1682,140,32,18,17,200,204,4
1683,140,32,19,31,204,213,9
1684,140,32,20,1,213,226,13
1685,140,32,21,5,226,239,13
1686,140,32,22,5,239,251,12
1687,140,32,23,23,251,264,13
1688,140,32,24,5,264,276,12
1689,140,32,25,0,276,288,12
1690,140,32,26,5,288,301,13
1691,140,32,27,8,301,305,4
1692,140,32,28,10,305,309,4
1693,140,32,29,10,309,326,17
1694,140,32,30,10,326,339,13
1695,140,32,31,21,339,351,12
1696,140,32,32,18,351,355,4
