mode,step,reward,target_keys,rp1m_piano_keys,sim_keys,action_l2,action_max_abs
rp1m_restore_hands,110,1.9748466025258269,"[27, 34, 53]","[27, 34, 53]",[],7.323398590087891,3.0303187370300293
rp1m_restore_hands,111,1.424296937149186,"[27, 34, 53]","[27, 34, 53]",[42],7.469709873199463,3.01757550239563
rp1m_restore_hands,112,1.3335884363344577,"[27, 34, 53]","[27, 34, 53]",[45],6.789231777191162,2.961064100265503
rp1m_restore_hands,113,1.9645073567390825,"[27, 53]","[27, 34, 53]","[49, 50, 51]",6.455595970153809,2.8323261737823486
rp1m_restore_hands,114,1.6440390393555562,"[27, 34, 53]","[27, 53]",[49],7.682113170623779,3.033936023712158
rp1m_restore_hands,115,1.1131402740238279,"[27, 34, 53]","[27, 34, 53]",[],7.764873027801514,3.1309683322906494
rp1m_restore_hands,116,2.21051454096002,"[27, 34, 53]","[27, 34, 53]",[],6.769832611083984,2.926302909851074
rp1m_restore_hands,117,1.647330225712837,"[27, 34, 53]","[27, 34, 53]",[],7.144345760345459,3.0662896633148193
rp1m_restore_hands,118,1.1940014627512041,"[27, 34, 53]","[27, 34, 53]",[42],7.491989612579346,3.0366604328155518
rp1m_restore_hands,119,1.095172637668143,"[27, 34, 53]","[27, 34, 53]",[],7.011593818664551,3.0950655937194824
rp1m_restore_hands,0,1.1046575065614532,"[22, 50]",[],[],4.1874918937683105,1.9144946336746216
rp1m_restore_hands,1,0.6878539413988329,"[22, 50]",[],[],5.362028121948242,2.6591637134552
rp1m_restore_hands,2,0.6436890488627975,"[22, 50]",[],[],5.873545169830322,3.1014585494995117
rp1m_restore_hands,3,1.3558489734122665,"[22, 48, 50]",[],[],6.4970598220825195,3.1216681003570557
rp1m_restore_hands,4,2.282486496960159,"[22, 48]",[48],[],6.536345958709717,3.0645101070404053
rp1m_restore_hands,5,2.6293981964773923,"[22, 48]",[48],[],6.463200092315674,2.749483108520508
rp1m_restore_hands,6,2.2231378268739355,"[22, 48]","[23, 48]",[46],6.801428318023682,3.1051626205444336
rp1m_restore_hands,7,1.6432131948846038,"[22, 50]","[22, 24, 48]","[26, 27, 48]",6.166823387145996,3.005903959274292
rp1m_restore_hands,8,2.378676177388586,"[22, 50]",[22],[],6.502008438110352,3.1032838821411133
rp1m_restore_hands,9,0.7451833873485871,"[22, 50]",[22],[47],7.22221565246582,3.1178832054138184
rp1m_restore_hands,10,1.9832896932412496,"[22, 50]","[22, 48, 50]",[],6.699024200439453,3.106229543685913
rp1m_restore_hands,11,1.124803707503281,"[22, 50]","[22, 50]",[],6.539691925048828,3.004923105239868
rp1m_restore_hands,12,2.167162150048353,"[22, 50]","[22, 50]",[],6.4021806716918945,3.0393686294555664
rp1m_restore_hands,13,1.8151223315861538,"[22, 50]","[22, 50]",[],6.642247200012207,3.0470809936523438
rp1m_restore_hands,14,2.4416208545787277,"[22, 50]","[22, 50]",[],6.73236083984375,3.078171491622925
rp1m_restore_hands,15,2.7379486270452738,"[22, 50]","[22, 50]",[50],7.265827655792236,3.083540678024292
rp1m_restore_hands,16,2.0734138834129343,"[22, 50]","[22, 50]",[],6.546656131744385,2.9132678508758545
rp1m_restore_hands,17,2.300156330914157,"[22, 50]","[22, 50]",[],6.935360908508301,3.0757665634155273
rp1m_restore_hands,18,1.3196465057729765,"[22, 50]","[22, 50]",[31],6.640272617340088,3.1091105937957764
rp1m_restore_hands,19,1.4795678252358002,"[22, 50]","[22, 50]",[47],6.325384616851807,2.906810760498047
rp1m_restore_hands,20,1.5613778272114867,"[22, 50]","[22, 50]","[46, 47]",6.581197261810303,2.981119155883789
rp1m_restore_hands,21,1.8566632279245143,"[22, 50]","[22, 50]",[],7.430640697479248,3.050692558288574
rp1m_restore_hands,22,2.15610140443623,"[22, 50]","[22, 50]",[],6.751891136169434,3.0907809734344482
rp1m_restore_hands,23,1.4659112709366307,"[22, 50]","[22, 50]",[],6.784371852874756,3.1237716674804688
rp1m_restore_hands,24,1.7240762937548746,"[22, 50]","[22, 50]",[51],6.8439040184021,3.0887975692749023
rp1m_restore_hands,25,1.415202899513052,"[22, 34, 50]","[22, 50]",[33],7.0930657386779785,3.1179349422454834
rp1m_restore_hands,26,1.800904403809812,"[22, 34, 50]","[22, 50]",[33],6.922634124755859,3.0557162761688232
rp1m_restore_hands,27,0.9351711352146654,"[22, 34, 50]","[22, 50]",[33],6.321909427642822,2.7245421409606934
rp1m_restore_hands,28,1.858641780682342,"[22, 34, 50]","[20, 22, 50]","[33, 43]",5.880053997039795,2.8196728229522705
rp1m_restore_hands,29,0.9354791089606203,"[22, 34, 50]","[20, 22, 50]",[43],5.869408130645752,2.921795129776001
rp1m_restore_hands,30,0.795276329933639,"[22, 34, 50]","[22, 50]","[42, 43, 46]",4.824124336242676,2.3248953819274902
rp1m_restore_hands,31,1.6595216503393357,"[22, 34, 50]","[22, 50]","[43, 46]",5.648016929626465,2.52266788482666
rp1m_restore_hands,32,1.0192061175495144,"[22, 34, 50]","[22, 50]",[43],5.967806816101074,2.5730247497558594
rp1m_restore_hands,33,1.950331002227402,"[22, 34, 50]","[22, 50]",[43],6.0326948165893555,2.8997702598571777
rp1m_restore_hands,34,1.9476980368825139,"[22, 34, 50]","[22, 50]",[],5.77133321762085,2.459092378616333
rp1m_restore_hands,35,2.035471801081228,"[22, 34, 50]","[22, 50]",[],6.351499080657959,3.072795867919922
rp1m_restore_hands,36,1.4767860561920902,"[22, 34, 50]","[22, 50]",[],6.947193145751953,2.985661268234253
rp1m_restore_hands,37,0.7161068548494027,"[22, 34, 50, 51]","[22, 50]",[],6.566626071929932,3.1090943813323975
rp1m_restore_hands,38,2.079078057294337,"[22, 34, 51]","[22, 50]","[34, 36, 56]",6.333004951477051,3.103752374649048
rp1m_restore_hands,39,1.82185157536122,"[22, 34, 51]","[22, 51]",[56],6.187175750732422,3.0493340492248535
rp1m_restore_hands,40,2.148064021087009,"[22, 34, 51]","[22, 51]",[],6.515633583068848,3.050344705581665
rp1m_restore_hands,41,2.2384641560169567,"[22, 34, 51]","[22, 51]",[],6.428632736206055,3.0512824058532715
rp1m_restore_hands,42,2.045414960612723,"[22, 34, 51]","[22, 51]",[],6.685437202453613,3.131103992462158
rp1m_restore_hands,43,1.5099088505564993,"[22, 34, 51]","[22, 51]",[],6.591246604919434,3.0092809200286865
rp1m_restore_hands,44,0.5120549782744187,"[22, 34, 51]","[22, 51]",[],7.059749603271484,3.0740907192230225
rp1m_restore_hands,45,1.2313237628333769,"[22, 34, 51]","[22, 51]",[],7.020003795623779,3.0051238536834717
rp1m_restore_hands,46,1.722710152383162,"[22, 34, 51]","[22, 51]",[],6.795110702514648,2.8602654933929443
rp1m_restore_hands,47,1.6357632174130603,"[22, 34, 51]","[22, 51]",[],6.991787910461426,3.064493179321289
rp1m_restore_hands,48,1.8284832375513773,"[22, 34, 51]","[22, 51]","[31, 32]",7.038074970245361,3.1304075717926025
rp1m_restore_hands,49,1.5306568399845792,"[22, 34, 51]","[22, 51]",[31],6.632347583770752,3.0027945041656494
rp1m_restore_hands,50,1.5260061458821057,"[22, 31, 34, 50]","[22, 51]","[29, 31]",5.602960586547852,3.078994035720825
rp1m_restore_hands,51,1.064560670036857,"[31, 34, 50]",[],[],6.836488246917725,3.1060688495635986
rp1m_restore_hands,52,1.0714159949305653,"[31, 34, 50]",[50],[],7.626058101654053,3.0721137523651123
rp1m_restore_hands,53,1.2531272257398807,"[31, 34, 48, 50]","[34, 48, 50]",[],7.941427707672119,3.0462872982025146
rp1m_restore_hands,54,1.7792774201531842,"[31, 34, 48]","[31, 34, 48, 50]","[29, 31]",6.170502185821533,2.7577216625213623
rp1m_restore_hands,55,1.5436310661088903,"[31, 34, 48]","[31, 34, 36]",[50],6.518585205078125,3.1194896697998047
rp1m_restore_hands,56,2.1952847715156274,"[31, 34, 48, 50]","[31, 34, 48]","[50, 51]",7.424030780792236,3.0782124996185303
rp1m_restore_hands,57,1.8480039765629113,"[31, 34, 50]","[31, 34, 48]",[],6.961498260498047,2.7993156909942627
rp1m_restore_hands,58,1.84254301400555,"[31, 34, 50]","[31, 34, 48]",[32],6.631970405578613,2.9253108501434326
rp1m_restore_hands,59,1.8767637015803063,"[31, 34, 48, 50]","[31, 34, 48]",[],6.299686431884766,2.976512908935547
rp1m_restore_hands,60,1.7386158480043425,"[31, 34, 48]","[31, 34, 48]",[],6.409908294677734,2.941655397415161
rp1m_restore_hands,61,2.1185348553321446,"[31, 34, 48]","[31, 34, 48]",[],6.17336368560791,3.1178746223449707
rp1m_restore_hands,62,-0.03346414185434643,"[31, 34, 48]","[31, 34, 48]",[63],6.544992446899414,3.025651454925537
rp1m_restore_hands,63,0.3138079967323948,"[31, 34, 48]","[31, 34, 48]",[63],7.5018134117126465,3.110811471939087
rp1m_restore_hands,64,2.4062692706760993,"[31, 34, 48]","[31, 34, 48]",[],7.520875453948975,3.0622472763061523
rp1m_restore_hands,65,1.3759397326610163,"[31, 34, 48]","[31, 34, 48]","[48, 49, 50]",6.768738269805908,2.9752931594848633
rp1m_restore_hands,66,1.8770784137783352,"[31, 34, 48]","[31, 34, 48]",[],7.392825126647949,3.047924041748047
rp1m_restore_hands,67,2.1029666223243124,"[31, 34, 48]","[31, 34, 48]",[],8.017522811889648,3.134152889251709
rp1m_restore_hands,68,2.3040160533096334,"[31, 34, 46, 48]","[31, 34, 48]",[],7.893943786621094,3.0989246368408203
rp1m_restore_hands,69,2.0654588380868035,"[31, 34, 46]","[31, 34, 48]",[32],7.2122321128845215,3.0721588134765625
rp1m_restore_hands,70,2.031115038638848,"[31, 34, 46]","[31, 34, 50]",[],8.098892211914062,3.098041296005249
rp1m_restore_hands,71,1.150076882179704,"[31, 34, 46]","[31, 34, 46]",[],8.032772064208984,3.118147850036621
rp1m_restore_hands,72,1.337207456029462,"[31, 34, 46]","[31, 34, 46]",[],7.621572494506836,3.0055992603302
rp1m_restore_hands,73,2.013789518078051,"[31, 34, 46]","[31, 34, 46]",[],7.198462963104248,2.863346815109253
rp1m_restore_hands,74,2.084268439063785,"[31, 34, 46]","[31, 34, 46]",[],7.039668083190918,3.0357131958007812
rp1m_restore_hands,75,1.9369025829611204,"[26, 31, 34, 53]","[31, 34, 46]",[],7.104735374450684,3.0528175830841064
rp1m_restore_hands,76,2.1618131930475806,"[26, 34, 53]","[31, 34, 53]",[],7.019330978393555,2.9432077407836914
rp1m_restore_hands,77,2.4185063217566385,"[26, 34, 53]","[34, 53]",[],6.893612384796143,2.9913454055786133
rp1m_restore_hands,78,2.251534660701203,"[26, 34, 53]","[34, 53]",[],7.0644707679748535,3.0703959465026855
rp1m_restore_hands,79,1.5085715311197119,"[26, 34, 53]","[26, 27, 34, 53]",[],7.293242454528809,3.0279507637023926
rp1m_restore_hands,80,2.2960636506720067,"[26, 34, 53]","[26, 34, 53]",[],7.353274345397949,2.9643959999084473
rp1m_restore_hands,81,2.3663566866894836,"[26, 34, 53]","[26, 34, 53]",[],7.79345703125,3.0235977172851562
rp1m_restore_hands,82,2.402915719598711,"[26, 34, 53]","[26, 34, 53]",[],7.6320576667785645,3.041896343231201
rp1m_restore_hands,83,2.362071284176748,"[26, 34, 53]","[26, 34, 53]",[],7.529292106628418,3.0101664066314697
rp1m_restore_hands,84,2.092616735426088,"[26, 34, 53]","[26, 34, 53]",[],6.67240571975708,2.968526840209961
rp1m_restore_hands,85,2.353470185794579,"[26, 34, 53]","[26, 34, 53]",[],6.937347888946533,3.076643943786621
rp1m_restore_hands,86,2.153241914840577,"[26, 34, 53]","[26, 34, 53]",[],6.907736778259277,2.9890027046203613
rp1m_restore_hands,87,0.7600413739976547,"[26, 34, 53]","[26, 34, 53]",[],7.0671844482421875,2.769960880279541
rp1m_restore_hands,88,2.4424070562075815,"[26, 34, 53]","[26, 34, 53]",[],7.404341697692871,3.039018154144287
rp1m_restore_hands,89,2.1891955516346373,"[26, 34, 53]","[26, 34, 53]",[],6.6748809814453125,2.8545165061950684
rp1m_restore_hands,90,1.3250069561113722,"[26, 34, 53]","[26, 34, 53]",[],7.584272861480713,3.0368120670318604
rp1m_restore_hands,91,1.2039857561549008,"[26, 34, 53]","[26, 34, 53]",[],7.240078926086426,3.0319936275482178
rp1m_restore_hands,92,0.8644978893346899,"[26, 34, 53]","[26, 34, 53]",[24],7.2386627197265625,3.035645008087158
rp1m_restore_hands,93,2.1548253307356924,"[26, 34, 53]","[26, 34, 53]",[],6.880153179168701,3.02121901512146
rp1m_restore_hands,94,1.4424828000625711,"[26, 34, 53]","[26, 34, 53]",[24],6.643461227416992,3.026224136352539
rp1m_restore_hands,95,1.8900719992492594,"[26, 34, 53]","[26, 34, 53]",[],6.903325080871582,2.9965879917144775
rp1m_restore_hands,96,1.9012322955454455,"[26, 34, 53]","[26, 34, 53]",[],7.680163860321045,2.9643373489379883
rp1m_restore_hands,97,2.177122924745344,"[26, 34, 53]","[26, 34, 53]",[],7.754796028137207,3.046614408493042
rp1m_restore_hands,98,1.9766085544061585,"[26, 34, 53]","[26, 34, 53]",[],7.278674602508545,2.9770851135253906
rp1m_restore_hands,99,1.5865460648771166,"[26, 34, 53]","[26, 34, 53]",[],7.1303534507751465,3.1315412521362305
rp1m_restore_hands,100,1.9483251241043251,"[26, 27, 34]","[26, 34, 53]",[],6.525470733642578,3.0371713638305664
rp1m_restore_hands,101,1.5074912601738937,"[27, 34, 53]","[26, 34, 53]",[],6.779374599456787,2.748201370239258
rp1m_restore_hands,102,2.1028386230390512,"[27, 34, 53]","[34, 53]",[],7.105072498321533,2.9478867053985596
rp1m_restore_hands,103,2.267722896335683,"[27, 34, 53]","[34, 53]",[],7.1032209396362305,2.9991631507873535
rp1m_restore_hands,104,1.4863786055505195,"[27, 34, 53]","[27, 34, 53]","[29, 31]",7.250336647033691,3.0323684215545654
rp1m_restore_hands,105,1.4002459370612692,"[27, 34, 53]","[27, 34, 53]",[],7.1995530128479,2.968379020690918
rp1m_restore_hands,106,1.6591181363826255,"[27, 34, 53]","[27, 34, 53]",[25],7.132600784301758,2.8931195735931396
rp1m_restore_hands,107,1.601951189516191,"[27, 34, 53]","[27, 34, 53]","[41, 43]",7.266624450683594,2.9565181732177734
rp1m_restore_hands,108,1.2844444904426418,"[27, 34, 53]","[27, 34, 53]",[],7.373713970184326,3.1181790828704834
rp1m_restore_hands,109,1.7721833673012461,"[27, 34, 53]","[27, 34, 53]",[],6.704170227050781,3.083399534225464
rp1m_restore_hands,110,1.5972564837352954,"[27, 34, 53]","[27, 34, 53]",[],7.8341779708862305,3.035015344619751
rp1m_restore_hands,111,1.0753244880043837,"[27, 34, 53]","[27, 34, 53]",[],6.977077484130859,2.9652199745178223
rp1m_restore_hands,112,1.536687842952102,"[27, 34, 53]","[27, 34, 53]","[46, 48, 50]",6.868686676025391,2.9830360412597656
rp1m_restore_hands,113,2.07529752190535,"[27, 53]","[27, 34, 53]",[],6.738091945648193,3.0900440216064453
rp1m_restore_hands,114,1.5870007116604068,"[27, 34, 53]","[27, 53]",[56],7.620286464691162,3.127467632293701
rp1m_restore_hands,115,0.9669518553166451,"[27, 34, 53]","[27, 34, 53]",[31],7.4904584884643555,3.0950019359588623
rp1m_restore_hands,116,2.0616637242098115,"[27, 34, 53]","[27, 34, 53]",[],6.950978755950928,2.7519304752349854
rp1m_restore_hands,117,2.390003544665154,"[27, 34, 53]","[27, 34, 53]",[],7.2722554206848145,3.013038158416748
rp1m_restore_hands,118,1.9298175297287532,"[27, 34, 53]","[27, 34, 53]",[],6.792761325836182,2.9568488597869873
rp1m_restore_hands,119,1.4063638216957832,"[27, 34, 53]","[27, 34, 53]",[],6.381219863891602,2.9996752738952637
zero,0,2.0763452755013887,"[22, 50]",[],[],0.0,0.0
zero,1,2.0864306976211084,"[22, 50]",[],[],0.0,0.0
zero,2,2.090594405482662,"[22, 50]",[],[],0.0,0.0
zero,3,2.1028916489859157,"[22, 48, 50]",[],[],0.0,0.0
zero,4,2.115164673246054,"[22, 48]",[48],[],0.0,0.0
zero,5,2.1158462508238896,"[22, 48]",[48],[],0.0,0.0
zero,6,2.1164460870063175,"[22, 48]","[23, 48]",[],0.0,0.0
zero,7,2.1053751213398,"[22, 50]","[22, 24, 48]",[],0.0,0.0
zero,8,2.0946906100151477,"[22, 50]",[22],[],0.0,0.0
zero,9,2.095045652133906,"[22, 50]",[22],[],0.0,0.0
zero,10,2.095364264206576,"[22, 50]","[22, 48, 50]",[],0.0,0.0
zero,11,2.0956501963511642,"[22, 50]","[22, 50]",[],0.0,0.0
zero,12,2.095906816090261,"[22, 50]","[22, 50]",[],0.0,0.0
zero,13,2.0961371474169654,"[22, 50]","[22, 50]",[],0.0,0.0
zero,14,2.0963439053584816,"[22, 50]","[22, 50]",[],0.0,0.0
zero,15,2.096529525411672,"[22, 50]","[22, 50]",[],0.0,0.0
zero,16,2.096696190489207,"[22, 50]","[22, 50]",[],0.0,0.0
zero,17,2.096845859225625,"[22, 50]","[22, 50]",[],0.0,0.0
zero,18,2.096980287499566,"[22, 50]","[22, 50]",[],0.0,0.0
zero,19,2.0971010485243173,"[22, 50]","[22, 50]",[],0.0,0.0
zero,20,2.097209551690174,"[22, 50]","[22, 50]",[],0.0,0.0
zero,21,2.097307059615746,"[22, 50]","[22, 50]",[],0.0,0.0
zero,22,2.0973947034446203,"[22, 50]","[22, 50]",[],0.0,0.0
zero,23,2.097473496569104,"[22, 50]","[22, 50]",[],0.0,0.0
zero,24,2.0975443469422217,"[22, 50]","[22, 50]",[],0.0,0.0
zero,25,2.1003591937827957,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,26,2.100415470416797,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,27,2.1004660548414824,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,28,2.1005115365894804,"[22, 34, 50]","[20, 22, 50]",[],0.0,0.0
zero,29,2.1005524427042648,"[22, 34, 50]","[20, 22, 50]",[],0.0,0.0
zero,30,2.1005892444956173,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,31,2.100622363556501,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,32,2.100652177121602,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,33,2.100679022839472,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,34,2.1007032030225625,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,35,2.1007249884326207,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,36,2.100744621652632,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,37,2.1022641663000194,"[22, 34, 50, 51]","[22, 50]",[],0.0,0.0
zero,38,2.078040711481295,"[22, 34, 51]","[22, 50]",[],0.0,0.0
zero,39,2.078051808990993,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,40,2.078061821049818,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,41,2.0780708563112187,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,42,2.078079012272929,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,43,2.07808637645371,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,44,2.0780930274426135,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,45,2.0780990358349123,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,46,2.0781044650672253,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,47,2.078109372162979,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,48,2.078113808398081,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,49,2.0781178198955623,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,50,2.101798476329061,"[22, 31, 34, 50]","[22, 51]",[],0.0,0.0
zero,51,2.1018026685827893,"[31, 34, 50]",[],[],0.0,0.0
zero,52,2.141370482330284,"[31, 34, 50]",[50],[],0.0,0.0
zero,53,2.1391154718817726,"[31, 34, 48, 50]","[34, 48, 50]",[],0.0,0.0
zero,54,2.157073106628979,"[31, 34, 48]","[31, 34, 48, 50]",[],0.0,0.0
zero,55,2.157077401479091,"[31, 34, 48]","[31, 34, 36]",[],0.0,0.0
zero,56,2.139126850436033,"[31, 34, 48, 50]","[31, 34, 48]",[],0.0,0.0
zero,57,2.1413900357671647,"[31, 34, 50]","[31, 34, 48]",[],0.0,0.0
zero,58,2.141392914909661,"[31, 34, 50]","[31, 34, 48]",[],0.0,0.0
zero,59,2.139135315557272,"[31, 34, 48, 50]","[31, 34, 48]",[],0.0,0.0
zero,60,2.1570935197308967,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,61,2.157095896223184,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,62,2.1570980510373143,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,63,2.1571000052460247,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,64,2.1571017778843777,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,65,2.1571033861508537,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,66,2.1571048455881225,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,67,2.157106170245596,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,68,2.132438964436755,"[31, 34, 46, 48]","[31, 34, 48]",[],0.0,0.0
zero,69,2.1569952658422915,"[31, 34, 46]","[31, 34, 48]",[],0.0,0.0
zero,70,2.156996252373017,"[31, 34, 46]","[31, 34, 50]",[],0.0,0.0
zero,71,2.156997148594292,"[31, 34, 46]","[31, 34, 46]",[],0.0,0.0
zero,72,2.1569979629634037,"[31, 34, 46]","[31, 34, 46]",[],0.0,0.0
zero,73,2.1569987031345597,"[31, 34, 46]","[31, 34, 46]",[],0.0,0.0
zero,74,2.1569993760364152,"[31, 34, 46]","[31, 34, 46]",[],0.0,0.0
zero,75,2.093501630084609,"[26, 31, 34, 53]","[31, 34, 46]",[],0.0,0.0
zero,76,2.0898075170308212,"[26, 34, 53]","[31, 34, 53]",[],0.0,0.0
zero,77,2.0898078216604485,"[26, 34, 53]","[34, 53]",[],0.0,0.0
zero,78,2.0898081012268843,"[26, 34, 53]","[34, 53]",[],0.0,0.0
zero,79,2.089808358016248,"[26, 34, 53]","[26, 27, 34, 53]",[],0.0,0.0
zero,80,2.0898085941026947,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,81,2.089808811368389,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,82,2.089809011521557,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,83,2.0898091961127987,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,84,2.089809366549854,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,85,2.089809524110942,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,86,2.089809669956847,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,87,2.0898098051418477,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,88,2.0898099306236135,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,89,2.0898100472721666,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,90,2.0898101558780016,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,91,2.089810257159435,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,92,2.0898103517692723,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,93,2.0898104403008464,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,94,2.0898105232934925,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,95,2.0898106012375135,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,96,2.0898106745786804,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,97,2.0898107437223166,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,98,2.0898108090370036,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,99,2.0898108708579404,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,100,2.0705554155965884,"[26, 27, 34]","[26, 34, 53]",[],0.0,0.0
zero,101,2.0795184044729886,"[27, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,102,2.1024791115770087,"[27, 34, 53]","[34, 53]",[],0.0,0.0
zero,103,2.1024791687414015,"[27, 34, 53]","[34, 53]",[],0.0,0.0
zero,104,2.1024792233847873,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,105,2.1024792757229562,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,106,2.102479325952265,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,107,2.1024793742514056,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,108,2.102479420783006,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,109,2.102479465695084,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,110,2.1024795091223742,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,111,2.102479551187529,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,112,2.1024795920022092,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,113,2.1005155183674242,"[27, 53]","[27, 34, 53]",[],0.0,0.0
zero,114,2.1024796702777158,"[27, 34, 53]","[27, 53]",[],0.0,0.0
zero,115,2.1024797079154123,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,116,2.1024797446579435,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,117,2.1024797805752327,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,118,2.1024798157309736,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,119,2.1024798501831894,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
rp1m_reset_only,0,1.9000362001318853,"[22, 50]",[],[],2.6899521350860596,1.2783206701278687
rp1m_reset_only,1,1.7220783973070155,"[22, 50]",[],[],3.710949420928955,2.0420403480529785
rp1m_reset_only,2,1.7953822687256713,"[22, 50]",[],[],4.5620198249816895,1.6350353956222534
rp1m_reset_only,3,1.9982182510181041,"[22, 48, 50]",[],[],5.669368743896484,2.5738701820373535
rp1m_reset_only,4,2.391695350917027,"[22, 48]",[48],[],6.21337366104126,3.0660898685455322
rp1m_reset_only,5,2.6480551289003342,"[22, 48]",[48],[],6.545382022857666,3.126506805419922
rp1m_reset_only,6,2.2756954815878436,"[22, 48]","[23, 48]","[14, 15]",6.805098533630371,3.0970723628997803
rp1m_reset_only,7,2.6817946840184117,"[22, 50]","[22, 24, 48]",[],6.856607913970947,3.123786687850952
rp1m_reset_only,8,2.574578375297169,"[22, 50]",[22],[],7.048792362213135,3.1126904487609863
rp1m_reset_only,9,2.7402154802507512,"[22, 50]",[22],[],7.005462169647217,3.05721116065979
rp1m_reset_only,10,2.5446024731054013,"[22, 50]","[22, 48, 50]",[],7.278613090515137,3.003262519836426
rp1m_reset_only,11,2.441430348289807,"[22, 50]","[22, 50]",[],7.11920166015625,2.9922614097595215
rp1m_reset_only,12,2.4211131189397683,"[22, 50]","[22, 50]",[],7.537917613983154,3.0482733249664307
rp1m_reset_only,13,1.883394906444245,"[22, 50]","[22, 50]",[49],7.249638080596924,3.0464060306549072
rp1m_reset_only,14,2.627192734546092,"[22, 50]","[22, 50]",[],7.285197734832764,3.004523515701294
rp1m_reset_only,15,2.1706211126732313,"[22, 50]","[22, 50]",[13],7.5008344650268555,3.128988265991211
rp1m_reset_only,16,2.4195087810170506,"[22, 50]","[22, 50]",[],7.527334213256836,3.1029584407806396
rp1m_reset_only,17,2.4541647504169757,"[22, 50]","[22, 50]",[],7.333759307861328,3.108198404312134
